,ImagePath,Category
1022,C:/Anaconda/image/train\4\4_2_20140722-00200004.jpg,4
1023,C:/Anaconda/image/train\4\4_2_20140722-00200005.jpg,4
1024,C:/Anaconda/image/train\4\4_2_20140722-00200006.jpg,4
1025,C:/Anaconda/image/train\4\4_2_20140722-00200008.jpg,4
1026,C:/Anaconda/image/train\4\4_2_20140722-00200010.jpg,4
1027,C:/Anaconda/image/train\4\4_2_20140722-00200011.jpg,4
1028,C:/Anaconda/image/train\4\4_2_20140722-00200012.jpg,4
1029,C:/Anaconda/image/train\4\4_2_20140722-00200015.jpg,4
1030,C:/Anaconda/image/train\4\4_2_20140722-00200017.jpg,4
1031,C:/Anaconda/image/train\4\4_2_20140722-00200018.jpg,4
1032,C:/Anaconda/image/train\4\4_2_20140722-00200019.jpg,4
1033,C:/Anaconda/image/train\4\4_2_20140722-00200020.jpg,4
1034,C:/Anaconda/image/train\4\4_3_1017_1001_61327239.jpg,4
1035,C:/Anaconda/image/train\4\4_3_1019_1003_61327239.jpg,4
1036,C:/Anaconda/image/train\4\4_3_1021_1005_61327239.jpg,4
1037,C:/Anaconda/image/train\4\4_3_1022_1006_61327239.jpg,4
1038,C:/Anaconda/image/train\4\4_3_1023_1007_61327239.jpg,4
1039,C:/Anaconda/image/train\4\4_3_1024_1008_61327239.jpg,4
1040,C:/Anaconda/image/train\4\4_3_1025_1009_61327239.jpg,4
1041,C:/Anaconda/image/train\4\4_3_20140722-00200001.jpg,4
1042,C:/Anaconda/image/train\4\4_3_20140722-00200002.jpg,4
1043,C:/Anaconda/image/train\4\4_3_20140722-00200004.jpg,4
1044,C:/Anaconda/image/train\4\4_3_20140722-00200005.jpg,4
1045,C:/Anaconda/image/train\4\4_3_20140722-00200006.jpg,4
1046,C:/Anaconda/image/train\4\4_3_20140722-00200008.jpg,4
1047,C:/Anaconda/image/train\4\4_3_20140722-00200010.jpg,4
1048,C:/Anaconda/image/train\4\4_3_20140722-00200015.jpg,4
1049,C:/Anaconda/image/train\4\4_3_20140722-00200017.jpg,4
1050,C:/Anaconda/image/train\4\4_3_20140722-00200018.jpg,4
1051,C:/Anaconda/image/train\4\4_3_20140722-00200019.jpg,4
1052,C:/Anaconda/image/train\4\4_3_20140722-00200020.jpg,4
1053,C:/Anaconda/image/train\4\4_4_1018_1002_61327239.jpg,4
1054,C:/Anaconda/image/train\4\4_4_1021_1005_61327239.jpg,4
1055,C:/Anaconda/image/train\4\4_4_20140722-00200002.jpg,4
1056,C:/Anaconda/image/train\4\4_4_20140722-00200005.jpg,4
1057,C:/Anaconda/image/train\4\4_4_20140722-00200006.jpg,4
1058,C:/Anaconda/image/train\4\4_4_20140722-00200010.jpg,4
1059,C:/Anaconda/image/train\4\4_4_20140722-00200015.jpg,4
1060,C:/Anaconda/image/train\4\4_4_20140722-00200017.jpg,4
1061,C:/Anaconda/image/train\4\4_4_20140722-00200019.jpg,4
1062,C:/Anaconda/image/train\4\4_4_20140722-00200020.jpg,4
1063,C:/Anaconda/image/train\4\4_5_1017_1001_61327239.jpg,4
1064,C:/Anaconda/image/train\4\4_5_1018_1002_61327239.jpg,4
1065,C:/Anaconda/image/train\4\4_5_1019_1003_61327239.jpg,4
1066,C:/Anaconda/image/train\4\4_5_1020_1004_61327239.jpg,4
1067,C:/Anaconda/image/train\4\4_5_1021_1005_61327239.jpg,4
1068,C:/Anaconda/image/train\4\4_5_1022_1006_61327239.jpg,4
1069,C:/Anaconda/image/train\4\4_5_1023_1007_61327239.jpg,4
1070,C:/Anaconda/image/train\4\4_5_1025_1009_61327239.jpg,4
1071,C:/Anaconda/image/train\4\4_5_20140722-00200001.jpg,4
1072,C:/Anaconda/image/train\4\4_5_20140722-00200002.jpg,4
1073,C:/Anaconda/image/train\4\4_5_20140722-00200004.jpg,4
1074,C:/Anaconda/image/train\4\4_5_20140722-00200006.jpg,4
1075,C:/Anaconda/image/train\4\4_5_20140722-00200010.jpg,4
1076,C:/Anaconda/image/train\4\4_5_20140722-00200011.jpg,4
1077,C:/Anaconda/image/train\4\4_5_20140722-00200012.jpg,4
1078,C:/Anaconda/image/train\4\4_5_20140722-00200015.jpg,4
1079,C:/Anaconda/image/train\4\4_5_20140722-00200017.jpg,4
1080,C:/Anaconda/image/train\4\4_5_20140722-00200019.jpg,4
1081,C:/Anaconda/image/train\4\4_5_20140722-00200020.jpg,4
1082,C:/Anaconda/image/train\4\4_6_1018_1002_61327239.jpg,4
1083,C:/Anaconda/image/train\4\4_6_1019_1003_61327239.jpg,4
1084,C:/Anaconda/image/train\4\4_6_1020_1004_61327239.jpg,4
1085,C:/Anaconda/image/train\4\4_6_1025_1009_61327239.jpg,4
1086,C:/Anaconda/image/train\4\4_6_20140722-00200001.jpg,4
1087,C:/Anaconda/image/train\4\4_6_20140722-00200005.jpg,4
1088,C:/Anaconda/image/train\4\4_6_20140722-00200010.jpg,4
1089,C:/Anaconda/image/train\4\4_6_20140722-00200020.jpg,4
1090,C:/Anaconda/image/train\4\4_7_1017_1001_61327239.jpg,4
1091,C:/Anaconda/image/train\4\4_7_1019_1003_61327239.jpg,4
1092,C:/Anaconda/image/train\4\4_7_1020_1004_61327239.jpg,4
1093,C:/Anaconda/image/train\4\4_7_1021_1005_61327239.jpg,4
1094,C:/Anaconda/image/train\4\4_7_1022_1006_61327239.jpg,4
1095,C:/Anaconda/image/train\4\4_7_1023_1007_61327239.jpg,4
1096,C:/Anaconda/image/train\4\4_7_1024_1008_61327239.jpg,4
1097,C:/Anaconda/image/train\4\4_7_1025_1009_61327239.jpg,4
1098,C:/Anaconda/image/train\4\4_7_20140722-00200002.jpg,4
1099,C:/Anaconda/image/train\4\4_7_20140722-00200005.jpg,4
1100,C:/Anaconda/image/train\4\4_7_20140722-00200010.jpg,4
1101,C:/Anaconda/image/train\4\4_7_20140722-00200019.jpg,4
1102,C:/Anaconda/image/train\4\4_7_20140722-00200020.jpg,4
1103,C:/Anaconda/image/train\4\4_83928046.jpg,4
1104,C:/Anaconda/image/train\4\4_83929921.jpg,4
1105,C:/Anaconda/image/train\4\4_83939265.jpg,4
1106,C:/Anaconda/image/train\4\4_83941390.jpg,4
1107,C:/Anaconda/image/train\4\4_83943046.jpg,4
1108,C:/Anaconda/image/train\4\4_83943921.jpg,4
1109,C:/Anaconda/image/train\4\4_83946281.jpg,4
1110,C:/Anaconda/image/train\4\4_83948437.jpg,4
1111,C:/Anaconda/image/train\4\4_83948453.jpg,4
1112,C:/Anaconda/image/train\4\4_83948484.jpg,4
1113,C:/Anaconda/image/train\4\4_83950562.jpg,4
1114,C:/Anaconda/image/train\4\4_83950640.jpg,4
1115,C:/Anaconda/image/train\4\4_83951578.jpg,4
1116,C:/Anaconda/image/train\4\4_83951609.jpg,4
1117,C:/Anaconda/image/train\4\4_83954203.jpg,4
1118,C:/Anaconda/image/train\4\4_83955953.jpg,4
1119,C:/Anaconda/image/train\4\4_83957437.jpg,4
1120,C:/Anaconda/image/train\4\4_83957468.jpg,4
1121,C:/Anaconda/image/train\4\4_83958437.jpg,4
1122,C:/Anaconda/image/train\4\4_83960984.jpg,4
1123,C:/Anaconda/image/train\4\4_83961000.jpg,4
1124,C:/Anaconda/image/train\4\4_83965171.jpg,4
1125,C:/Anaconda/image/train\4\4_83965187.jpg,4
1126,C:/Anaconda/image/train\4\4_83965218.jpg,4
1127,C:/Anaconda/image/train\4\4_83966125.jpg,4
1128,C:/Anaconda/image/train\4\4_83966140.jpg,4
1129,C:/Anaconda/image/train\4\4_83966171.jpg,4
1130,C:/Anaconda/image/train\4\4_83968625.jpg,4
1131,C:/Anaconda/image/train\4\4_83970640.jpg,4
1132,C:/Anaconda/image/train\4\4_83970656.jpg,4
1133,C:/Anaconda/image/train\4\4_83972750.jpg,4
1134,C:/Anaconda/image/train\4\4_83974796.jpg,4
1135,C:/Anaconda/image/train\4\4_83974812.jpg,4
1136,C:/Anaconda/image/train\4\4_83976765.jpg,4
1137,C:/Anaconda/image/train\4\4_83978546.jpg,4
1138,C:/Anaconda/image/train\4\4_83980390.jpg,4
1139,C:/Anaconda/image/train\4\4_83982203.jpg,4
1140,C:/Anaconda/image/train\4\4_83982250.jpg,4
1141,C:/Anaconda/image/train\4\4_83986343.jpg,4
1142,C:/Anaconda/image/train\4\4_83986421.jpg,4
1143,C:/Anaconda/image/train\4\4_83988250.jpg,4
1144,C:/Anaconda/image/train\4\4_83990406.jpg,4
1145,C:/Anaconda/image/train\4\4_83992343.jpg,4
1146,C:/Anaconda/image/train\4\4_83994187.jpg,4
1147,C:/Anaconda/image/train\4\4_83996062.jpg,4
1148,C:/Anaconda/image/train\4\4_83996078.jpg,4
1149,C:/Anaconda/image/train\4\4_83996093.jpg,4
1150,C:/Anaconda/image/train\4\4_83997921.jpg,4
1151,C:/Anaconda/image/train\4\4_83997953.jpg,4
1152,C:/Anaconda/image/train\4\4_84000187.jpg,4
1153,C:/Anaconda/image/train\4\4_84006906.jpg,4
1154,C:/Anaconda/image/train\4\4_84011968.jpg,4
1155,C:/Anaconda/image/train\4\4_84013875.jpg,4
1156,C:/Anaconda/image/train\4\4_84013953.jpg,4
1157,C:/Anaconda/image/train\4\4_84015734.jpg,4
1158,C:/Anaconda/image/train\4\4_84017578.jpg,4
1159,C:/Anaconda/image/train\4\4_84017609.jpg,4
1160,C:/Anaconda/image/train\4\4_84019453.jpg,4
1161,C:/Anaconda/image/train\4\4_84019468.jpg,4
1162,C:/Anaconda/image/train\4\4_84022125.jpg,4
1163,C:/Anaconda/image/train\4\4_84022218.jpg,4
1164,C:/Anaconda/image/train\4\4_84024125.jpg,4
1165,C:/Anaconda/image/train\4\4_84026218.jpg,4
1166,C:/Anaconda/image/train\4\4_84028203.jpg,4
1167,C:/Anaconda/image/train\4\4_84030203.jpg,4
1168,C:/Anaconda/image/train\4\4_84033968.jpg,4
1169,C:/Anaconda/image/train\4\4_84033984.jpg,4
1170,C:/Anaconda/image/train\4\4_84034000.jpg,4
1171,C:/Anaconda/image/train\4\4_84035750.jpg,4
1172,C:/Anaconda/image/train\4\4_84037656.jpg,4
1173,C:/Anaconda/image/train\4\4_84039937.jpg,4
1174,C:/Anaconda/image/train\4\4_84040000.jpg,4
1175,C:/Anaconda/image/train\4\4_84041656.jpg,4
1176,C:/Anaconda/image/train\4\4_84041703.jpg,4
1177,C:/Anaconda/image/train\4\4_84045218.jpg,4
1178,C:/Anaconda/image/train\4\4_84045265.jpg,4
1179,C:/Anaconda/image/train\4\4_84047359.jpg,4
1180,C:/Anaconda/image/train\4\4_84047390.jpg,4
1181,C:/Anaconda/image/train\4\4_84051359.jpg,4
1182,C:/Anaconda/image/train\4\4_84051375.jpg,4
1183,C:/Anaconda/image/train\4\4_84051406.jpg,4
1184,C:/Anaconda/image/train\4\4_84053390.jpg,4
1185,C:/Anaconda/image/train\4\4_84053406.jpg,4
1186,C:/Anaconda/image/train\4\4_84055203.jpg,4
1187,C:/Anaconda/image/train\4\4_84056921.jpg,4
1188,C:/Anaconda/image/train\4\4_84056937.jpg,4
1189,C:/Anaconda/image/train\4\4_84058640.jpg,4
1190,C:/Anaconda/image/train\4\4_84058656.jpg,4
1191,C:/Anaconda/image/train\4\4_84201937.jpg,4
1192,C:/Anaconda/image/train\4\4_84202687.jpg,4
1193,C:/Anaconda/image/train\4\4_84203531.jpg,4
1194,C:/Anaconda/image/train\4\4_84204265.jpg,4
1195,C:/Anaconda/image/train\4\4_84205015.jpg,4
1196,C:/Anaconda/image/train\4\4_84205781.jpg,4
1197,C:/Anaconda/image/train\4\4_84206578.jpg,4
1198,C:/Anaconda/image/train\4\4_84207343.jpg,4
1199,C:/Anaconda/image/train\4\4_84208093.jpg,4
1200,C:/Anaconda/image/train\4\4_84208828.jpg,4
1201,C:/Anaconda/image/train\4\4_84209750.jpg,4
1202,C:/Anaconda/image/train\4\4_84211265.jpg,4
1203,C:/Anaconda/image/train\4\4_84212000.jpg,4
1204,C:/Anaconda/image/train\4\4_84212031.jpg,4
1205,C:/Anaconda/image/train\4\4_84212781.jpg,4
1206,C:/Anaconda/image/train\4\4_84216640.jpg,4
1207,C:/Anaconda/image/train\4\4_84217531.jpg,4
1208,C:/Anaconda/image/train\4\4_84217546.jpg,4
1209,C:/Anaconda/image/train\4\4_84218312.jpg,4
1210,C:/Anaconda/image/train\4\4_84219187.jpg,4
1211,C:/Anaconda/image/train\4\4_84219203.jpg,4
1212,C:/Anaconda/image/train\4\4_84219906.jpg,4
1213,C:/Anaconda/image/train\4\4_84220640.jpg,4
1214,C:/Anaconda/image/train\4\4_84221453.jpg,4
1215,C:/Anaconda/image/train\4\4_84222375.jpg,4
1216,C:/Anaconda/image/train\4\4_84224578.jpg,4
1217,C:/Anaconda/image/train\4\4_84226921.jpg,4
1218,C:/Anaconda/image/train\4\4_84227671.jpg,4
1219,C:/Anaconda/image/train\4\4_84228359.jpg,4
1220,C:/Anaconda/image/train\4\4_84229187.jpg,4
1221,C:/Anaconda/image/train\4\4_84229906.jpg,4
1222,C:/Anaconda/image/train\4\4_84230718.jpg,4
1223,C:/Anaconda/image/train\4\4_84231421.jpg,4
1224,C:/Anaconda/image/train\4\4_84232203.jpg,4
1225,C:/Anaconda/image/train\4\4_84232968.jpg,4
1226,C:/Anaconda/image/train\4\4_84233718.jpg,4
1227,C:/Anaconda/image/train\4\4_84234437.jpg,4
1228,C:/Anaconda/image/train\4\4_84235250.jpg,4
1229,C:/Anaconda/image/train\4\4_84237187.jpg,4
1230,C:/Anaconda/image/train\4\4_84238875.jpg,4
1231,C:/Anaconda/image/train\4\4_84240546.jpg,4
1232,C:/Anaconda/image/train\4\4_84242265.jpg,4
1233,C:/Anaconda/image/train\4\4_84243968.jpg,4
1234,C:/Anaconda/image/train\4\4_84244703.jpg,4
1235,C:/Anaconda/image/train\4\4_84245500.jpg,4
1236,C:/Anaconda/image/train\4\4_84247296.jpg,4
1237,C:/Anaconda/image/train\4\4_84248218.jpg,4
1238,C:/Anaconda/image/train\4\4_84249343.jpg,4
1239,C:/Anaconda/image/train\4\4_84250093.jpg,4
1240,C:/Anaconda/image/train\4\4_84250125.jpg,4
1241,C:/Anaconda/image/train\4\4_84251734.jpg,4
1242,C:/Anaconda/image/train\4\4_84252531.jpg,4
1243,C:/Anaconda/image/train\4\4_84253312.jpg,4
1244,C:/Anaconda/image/train\4\4_84254078.jpg,4
1245,C:/Anaconda/image/train\4\4_84254875.jpg,4
1246,C:/Anaconda/image/train\4\4_84255625.jpg,4
1247,C:/Anaconda/image/train\4\4_84256359.jpg,4
1248,C:/Anaconda/image/train\4\4_84257187.jpg,4
1249,C:/Anaconda/image/train\4\4_84257953.jpg,4
1250,C:/Anaconda/image/train\4\4_84258718.jpg,4
1251,C:/Anaconda/image/train\4\4_84259484.jpg,4
1252,C:/Anaconda/image/train\4\4_84260281.jpg,4
1253,C:/Anaconda/image/train\4\4_84262500.jpg,4
1254,C:/Anaconda/image/train\4\4_84263234.jpg,4
1255,C:/Anaconda/image/train\4\4_84264234.jpg,4
1256,C:/Anaconda/image/train\4\4_84265062.jpg,4
1257,C:/Anaconda/image/train\4\4_8_1017_1001_61327239.jpg,4
1258,C:/Anaconda/image/train\4\4_8_1019_1003_61327239.jpg,4
1259,C:/Anaconda/image/train\4\4_8_1020_1004_61327239.jpg,4
1260,C:/Anaconda/image/train\4\4_8_1021_1005_61327239.jpg,4
1261,C:/Anaconda/image/train\4\4_8_1022_1006_61327239.jpg,4
1262,C:/Anaconda/image/train\4\4_8_1023_1007_61327239.jpg,4
1263,C:/Anaconda/image/train\4\4_8_1024_1008_61327239.jpg,4
1264,C:/Anaconda/image/train\4\4_8_20140722-00200001.jpg,4
1265,C:/Anaconda/image/train\4\4_8_20140722-00200002.jpg,4
1266,C:/Anaconda/image/train\4\4_8_20140722-00200013.jpg,4
1267,C:/Anaconda/image/train\4\4_8_20140722-00200019.jpg,4
1268,C:/Anaconda/image/train\4\4_9_1020_1004_61327239.jpg,4
1269,C:/Anaconda/image/train\4\4_9_1021_1005_61327239.jpg,4
1270,C:/Anaconda/image/train\4\4_9_1022_1006_61327239.jpg,4
1271,C:/Anaconda/image/train\4\4_9_1025_1009_61327239.jpg,4
1272,C:/Anaconda/image/train\4\4_9_20140722-00200001.jpg,4
1273,C:/Anaconda/image/train\4\4_9_20140722-00200002.jpg,4
1274,C:/Anaconda/image/train\4\4_9_20140722-00200019.jpg,4
1275,C:/Anaconda/image/train\4\4_9_20140722-00200020.jpg,4
1276,C:/Anaconda/image/train\5\5_10_1017_1001_61327239.jpg,5
1277,C:/Anaconda/image/train\5\5_10_1018_1002_61327239.jpg,5
1278,C:/Anaconda/image/train\5\5_10_1019_1003_61327239.jpg,5
1279,C:/Anaconda/image/train\5\5_10_1020_1004_61327239.jpg,5
1280,C:/Anaconda/image/train\5\5_10_1021_1005_61327239.jpg,5
1281,C:/Anaconda/image/train\5\5_10_1022_1006_61327239.jpg,5
1282,C:/Anaconda/image/train\5\5_10_1023_1007_61327239.jpg,5
1283,C:/Anaconda/image/train\5\5_10_1025_1009_61327239.jpg,5
1284,C:/Anaconda/image/train\5\5_10_20140722-00200001.jpg,5
1285,C:/Anaconda/image/train\5\5_11_1020_1004_61327239.jpg,5
1286,C:/Anaconda/image/train\5\5_11_1024_1008_61327239.jpg,5
1287,C:/Anaconda/image/train\5\5_12_1017_1001_61327239.jpg,5
1288,C:/Anaconda/image/train\5\5_12_1018_1002_61327239.jpg,5
1289,C:/Anaconda/image/train\5\5_12_1019_1003_61327239.jpg,5
1290,C:/Anaconda/image/train\5\5_12_1023_1007_61327239.jpg,5
1291,C:/Anaconda/image/train\5\5_12_1024_1008_61327239.jpg,5
1292,C:/Anaconda/image/train\5\5_12_1025_1009_61327239.jpg,5
1293,C:/Anaconda/image/train\5\5_2_1017_1001_61327239.jpg,5
1294,C:/Anaconda/image/train\5\5_2_1018_1002_61327239.jpg,5
1295,C:/Anaconda/image/train\5\5_2_1021_1005_61327239.jpg,5
1296,C:/Anaconda/image/train\5\5_2_1022_1006_61327239.jpg,5
1297,C:/Anaconda/image/train\5\5_2_1023_1007_61327239.jpg,5
1298,C:/Anaconda/image/train\5\5_2_1024_1008_61327239.jpg,5
1299,C:/Anaconda/image/train\5\5_2_20140722-00200002.jpg,5
1300,C:/Anaconda/image/train\5\5_2_20140722-00200003.jpg,5
1301,C:/Anaconda/image/train\5\5_2_20140722-00200004.jpg,5
1302,C:/Anaconda/image/train\5\5_2_20140722-00200005.jpg,5
1303,C:/Anaconda/image/train\5\5_2_20140722-00200010.jpg,5
1304,C:/Anaconda/image/train\5\5_2_20140722-00200011.jpg,5
1305,C:/Anaconda/image/train\5\5_2_20140722-00200012.jpg,5
1306,C:/Anaconda/image/train\5\5_2_20140722-00200015.jpg,5
1307,C:/Anaconda/image/train\5\5_2_20140722-00200017.jpg,5
1308,C:/Anaconda/image/train\5\5_2_20140722-00200018.jpg,5
1309,C:/Anaconda/image/train\5\5_2_20140722-00200019.jpg,5
1310,C:/Anaconda/image/train\5\5_3_1017_1001_61327239.jpg,5
1311,C:/Anaconda/image/train\5\5_3_1018_1002_61327239.jpg,5
1312,C:/Anaconda/image/train\5\5_3_1019_1003_61327239.jpg,5
1313,C:/Anaconda/image/train\5\5_3_1021_1005_61327239.jpg,5
1314,C:/Anaconda/image/train\5\5_3_1023_1007_61327239.jpg,5
1315,C:/Anaconda/image/train\5\5_3_1024_1008_61327239.jpg,5
1316,C:/Anaconda/image/train\5\5_3_1025_1009_61327239.jpg,5
1317,C:/Anaconda/image/train\5\5_3_20140722-00200001.jpg,5
1318,C:/Anaconda/image/train\5\5_3_20140722-00200002.jpg,5
1319,C:/Anaconda/image/train\5\5_3_20140722-00200004.jpg,5
1320,C:/Anaconda/image/train\5\5_3_20140722-00200006.jpg,5
1321,C:/Anaconda/image/train\5\5_3_20140722-00200011.jpg,5
1322,C:/Anaconda/image/train\5\5_3_20140722-00200015.jpg,5
1323,C:/Anaconda/image/train\5\5_3_20140722-00200017.jpg,5
1324,C:/Anaconda/image/train\5\5_3_20140722-00200018.jpg,5
1325,C:/Anaconda/image/train\5\5_3_20140722-00200019.jpg,5
1326,C:/Anaconda/image/train\5\5_3_20140722-00200020.jpg,5
1327,C:/Anaconda/image/train\5\5_4_1018_1002_61327239.jpg,5
1328,C:/Anaconda/image/train\5\5_4_1021_1005_61327239.jpg,5
1329,C:/Anaconda/image/train\5\5_4_1022_1006_61327239.jpg,5
1330,C:/Anaconda/image/train\5\5_4_1023_1007_61327239.jpg,5
1331,C:/Anaconda/image/train\5\5_4_20140722-00200001.jpg,5
1332,C:/Anaconda/image/train\5\5_4_20140722-00200004.jpg,5
1333,C:/Anaconda/image/train\5\5_4_20140722-00200006.jpg,5
1334,C:/Anaconda/image/train\5\5_4_20140722-00200010.jpg,5
1335,C:/Anaconda/image/train\5\5_4_20140722-00200015.jpg,5
1336,C:/Anaconda/image/train\5\5_4_20140722-00200019.jpg,5
1337,C:/Anaconda/image/train\5\5_4_20140722-00200020.jpg,5
1338,C:/Anaconda/image/train\5\5_5_1018_1002_61327239.jpg,5
1339,C:/Anaconda/image/train\5\5_5_1021_1005_61327239.jpg,5
1340,C:/Anaconda/image/train\5\5_5_1022_1006_61327239.jpg,5
1341,C:/Anaconda/image/train\5\5_5_1023_1007_61327239.jpg,5
1342,C:/Anaconda/image/train\5\5_5_20140722-00200001.jpg,5
1343,C:/Anaconda/image/train\5\5_5_20140722-00200002.jpg,5
1344,C:/Anaconda/image/train\5\5_5_20140722-00200004.jpg,5
1345,C:/Anaconda/image/train\5\5_5_20140722-00200006.jpg,5
1346,C:/Anaconda/image/train\5\5_5_20140722-00200012.jpg,5
1347,C:/Anaconda/image/train\5\5_5_20140722-00200015.jpg,5
1348,C:/Anaconda/image/train\5\5_5_20140722-00200020.jpg,5
1349,C:/Anaconda/image/train\5\5_6_1018_1002_61327239.jpg,5
1350,C:/Anaconda/image/train\5\5_6_1019_1003_61327239.jpg,5
1351,C:/Anaconda/image/train\5\5_6_1020_1004_61327239.jpg,5
1352,C:/Anaconda/image/train\5\5_6_1023_1007_61327239.jpg,5
1353,C:/Anaconda/image/train\5\5_6_1024_1008_61327239.jpg,5
1354,C:/Anaconda/image/train\5\5_6_1025_1009_61327239.jpg,5
1355,C:/Anaconda/image/train\5\5_6_20140722-00200004.jpg,5
1356,C:/Anaconda/image/train\5\5_6_20140722-00200020.jpg,5
1357,C:/Anaconda/image/train\5\5_7_1017_1001_61327239.jpg,5
1358,C:/Anaconda/image/train\5\5_7_1019_1003_61327239.jpg,5
1359,C:/Anaconda/image/train\5\5_7_1020_1004_61327239.jpg,5
1360,C:/Anaconda/image/train\5\5_7_1022_1006_61327239.jpg,5
1361,C:/Anaconda/image/train\5\5_7_1024_1008_61327239.jpg,5
1362,C:/Anaconda/image/train\5\5_7_1025_1009_61327239.jpg,5
1363,C:/Anaconda/image/train\5\5_7_20140722-00200001.jpg,5
1364,C:/Anaconda/image/train\5\5_7_20140722-00200005.jpg,5
1365,C:/Anaconda/image/train\5\5_7_20140722-00200019.jpg,5
1366,C:/Anaconda/image/train\5\5_7_20140722-00200020.jpg,5
1367,C:/Anaconda/image/train\5\5_83927984.jpg,5
1368,C:/Anaconda/image/train\5\5_83928000.jpg,5
1369,C:/Anaconda/image/train\5\5_83928046.jpg,5
1370,C:/Anaconda/image/train\5\5_83929921.jpg,5
1371,C:/Anaconda/image/train\5\5_83931625.jpg,5
1372,C:/Anaconda/image/train\5\5_83931656.jpg,5
1373,C:/Anaconda/image/train\5\5_83931703.jpg,5
1374,C:/Anaconda/image/train\5\5_83933609.jpg,5
1375,C:/Anaconda/image/train\5\5_83933640.jpg,5
1376,C:/Anaconda/image/train\5\5_83935531.jpg,5
1377,C:/Anaconda/image/train\5\5_83935578.jpg,5
1378,C:/Anaconda/image/train\5\5_83939250.jpg,5
1379,C:/Anaconda/image/train\5\5_83941312.jpg,5
1380,C:/Anaconda/image/train\5\5_83941328.jpg,5
1381,C:/Anaconda/image/train\5\5_83941375.jpg,5
1382,C:/Anaconda/image/train\5\5_83941390.jpg,5
1383,C:/Anaconda/image/train\5\5_83943062.jpg,5
1384,C:/Anaconda/image/train\5\5_83943906.jpg,5
1385,C:/Anaconda/image/train\5\5_83943937.jpg,5
1386,C:/Anaconda/image/train\5\5_83946218.jpg,5
1387,C:/Anaconda/image/train\5\5_83946265.jpg,5
1388,C:/Anaconda/image/train\5\5_83946296.jpg,5
1389,C:/Anaconda/image/train\5\5_83948468.jpg,5
1390,C:/Anaconda/image/train\5\5_83948484.jpg,5
1391,C:/Anaconda/image/train\5\5_83950562.jpg,5
1392,C:/Anaconda/image/train\5\5_83950640.jpg,5
1393,C:/Anaconda/image/train\5\5_83951593.jpg,5
1394,C:/Anaconda/image/train\5\5_83951609.jpg,5
1395,C:/Anaconda/image/train\5\5_83954109.jpg,5
1396,C:/Anaconda/image/train\5\5_83954218.jpg,5
1397,C:/Anaconda/image/train\5\5_83955859.jpg,5
1398,C:/Anaconda/image/train\5\5_83955890.jpg,5
1399,C:/Anaconda/image/train\5\5_83955953.jpg,5
1400,C:/Anaconda/image/train\5\5_83957437.jpg,5
1401,C:/Anaconda/image/train\5\5_83957468.jpg,5
1402,C:/Anaconda/image/train\5\5_83958390.jpg,5
1403,C:/Anaconda/image/train\5\5_83958437.jpg,5
1404,C:/Anaconda/image/train\5\5_83961046.jpg,5
1405,C:/Anaconda/image/train\5\5_83965218.jpg,5
1406,C:/Anaconda/image/train\5\5_83966125.jpg,5
1407,C:/Anaconda/image/train\5\5_83966171.jpg,5
1408,C:/Anaconda/image/train\5\5_83968546.jpg,5
1409,C:/Anaconda/image/train\5\5_83968562.jpg,5
1410,C:/Anaconda/image/train\5\5_83968625.jpg,5
1411,C:/Anaconda/image/train\5\5_83970640.jpg,5
1412,C:/Anaconda/image/train\5\5_83970671.jpg,5
1413,C:/Anaconda/image/train\5\5_83972734.jpg,5
1414,C:/Anaconda/image/train\5\5_83972750.jpg,5
1415,C:/Anaconda/image/train\5\5_83974828.jpg,5
1416,C:/Anaconda/image/train\5\5_83976765.jpg,5
1417,C:/Anaconda/image/train\5\5_83978531.jpg,5
1418,C:/Anaconda/image/train\5\5_83978562.jpg,5
1419,C:/Anaconda/image/train\5\5_83980390.jpg,5
1420,C:/Anaconda/image/train\5\5_83982265.jpg,5
1421,C:/Anaconda/image/train\5\5_83986343.jpg,5
1422,C:/Anaconda/image/train\5\5_83986421.jpg,5
1423,C:/Anaconda/image/train\5\5_83988234.jpg,5
1424,C:/Anaconda/image/train\5\5_83990359.jpg,5
1425,C:/Anaconda/image/train\5\5_83990406.jpg,5
1426,C:/Anaconda/image/train\5\5_83992312.jpg,5
1427,C:/Anaconda/image/train\5\5_83992328.jpg,5
1428,C:/Anaconda/image/train\5\5_83992343.jpg,5
1429,C:/Anaconda/image/train\5\5_83994156.jpg,5
1430,C:/Anaconda/image/train\5\5_83997937.jpg,5
1431,C:/Anaconda/image/train\5\5_83997953.jpg,5
1432,C:/Anaconda/image/train\5\5_84000171.jpg,5
1433,C:/Anaconda/image/train\5\5_84000187.jpg,5
1434,C:/Anaconda/image/train\5\5_84002062.jpg,5
1435,C:/Anaconda/image/train\5\5_84002078.jpg,5
1436,C:/Anaconda/image/train\5\5_84002109.jpg,5
1437,C:/Anaconda/image/train\5\5_84004406.jpg,5
1438,C:/Anaconda/image/train\5\5_84004421.jpg,5
1439,C:/Anaconda/image/train\5\5_84006890.jpg,5
1440,C:/Anaconda/image/train\5\5_84006906.jpg,5
1441,C:/Anaconda/image/train\5\5_84011890.jpg,5
1442,C:/Anaconda/image/train\5\5_84011953.jpg,5
1443,C:/Anaconda/image/train\5\5_84011984.jpg,5
